Server ID,CDB Instance Name,PDB ID,PDB Name,Open Mode,Restricted,Application Root,Application PDB,Lifecycle Status,Tablespace Count,Datafile Count,Datafile Allocated Bytes,Datafile Max Bytes,Total Size Bytes,Encrypted Tablespace Count,Bigfile Tablespace Count,Used Bytes,User Schema Count,Total Schema Count,DB Link Count,Public Link Count,Components Installed,Creation Time,Source Host Name,Detection Path
import_e0b56d26-039f-508a-af2f-774aba6ec4f8,XE,3,XEPDB1,READ WRITE,NO,NO,NO,NORMAL,5,4,644874240,137438887936,644874240,0,0,,3,30,0,0,CATALOG;CATPROC;DV;OLS,2024-09-30T01:57:31,10.50.10.208,db_inventory
