Server ID,Instance Name,Host Name,DB Name,DB Unique Name,DBID,Version,Version Full,Edition,Database Type,Database Role,Open Mode,Log Mode,Force Logging,Platform,CDB Flag,Protection Mode,Protection Level,Data Guard Broker,Primary DB Unique Name,NLS Characterset,Is RAC,Is Data Guard Standby,Supplemental Log Min,Supplemental Log PK,Supplemental Log UI,Supplemental Log FK,Supplemental Log ALL,Flashback On,PDB Count,Startup Time,Collected At,Source Host Name,Detection Path
import_e0b56d26-039f-508a-af2f-774aba6ec4f8,XE,10.50.10.208,XE,XE,3062128985,21.0.0.0.0,21.3.0.0.0,XE,SINGLE,PRIMARY,READ WRITE,NOARCHIVELOG,NO,Linux x86 64-bit,YES,MAXIMUM PERFORMANCE,UNPROTECTED,DISABLED,,AL32UTF8,NO,NO,NO,NO,NO,NO,NO,NO,1,2026-09-02T00:07:12,2026-09-02T01:29:32.464303+00:00,10.50.10.208,db_inventory
