Database ID,DB Instance Name,Source Engine Type,Source Engine Version,Source Engine Edition,Server ID,Cluster/Oracle RAC (Y/N),Oracle ADR (Y/N),DB Name,Total Size (GB),Replication (Y/N),Peak IOPS (KB),Average IOPS (KB),CPU Cores,Max Transactions per Second,Redo Log Size (KB),Stored Procedures Lines of Code,Triggers Lines of Code,Utilization,Throughput (MBps),Target Engine,Deployment Type,Database Owner Name,Database Owner Email,Database Owner Phone,License Model,"WQF Rating (1,2,3,4,5)",Migration Strategy
import_0b6b01c5-d120-5bce-8c8f-d8a57805bc35:MSSQLSERVER,MSSQLSERVER,sql_server,2022.160.4265.3,Express Edition (64-bit),import_0b6b01c5-d120-5bce-8c8f-d8a57805bc35,N,,,,,,,,,,,,,,,,,,,,,
